observation_date;INDPRO;CPIAUCSL;BAA10YM;USREC
2008-02-01;101,7673;212,687;3,08;1
2008-03-01;101,3986;213,448;3,38;1
2008-04-01;100,7238;213,942;3,29;1
2008-05-01;100,1399;215,208;3,05;1
2008-06-01;99,9141;217,463;2,97;1
2008-07-01;99,4943;219,016;3,15;1
2008-08-01;97,9367;218,690;3,26;1
2008-09-01;93,6585;218,877;3,62;1
2008-10-01;94,5845;216,995;5,07;1
2008-11-01;93,3455;213,153;5,68;1
2008-12-01;90,7183;211,398;6,01;1
2009-01-01;88,4683;211,933;5,62;1
2009-02-01;87,9360;212,705;5,21;1
2009-03-01;86,5503;212,495;5,60;1
2009-04-01;85,8598;212,709;5,46;1
2009-05-01;84,9991;213,022;4,77;1
2009-06-01;84,7277;214,790;3,78;1
2009-07-01;85,7091;214,726;3,53;0
2009-08-01;86,6333;215,445;2,99;0
2009-09-01;87,3615;215,861;2,91;0
2009-10-01;87,5488;216,509;2,90;0
2009-11-01;87,9144;217,234;2,92;0
2009-12-01;88,2318;217,347;2,78;0
2010-01-01;89,1936;217,488;2,52;0
2010-02-01;89,5089;217,281;2,65;0
2010-03-01;90,1449;217,353;2,54;0
2010-04-01;90,4740;217,403;2,40;0
2010-05-01;91,7131;217,290;2,63;0
2010-06-01;91,9287;217,199;3,03;0
2010-07-01;92,2737;217,605;3,00;0
2010-08-01;92,6150;217,923;2,96;0
2010-09-01;92,8668;218,275;3,01;0
2010-10-01;92,6138;219,035;3,18;0
2010-11-01;92,6772;219,590;3,16;0
2010-12-01;93,5741;220,472;2,81;0
2011-01-01;93,3793;221,187;2,70;0
2011-02-01;93,0051;221,898;2,57;0
2011-03-01;93,9780;223,046;2,62;0
2011-04-01;93,6525;224,093;2,56;0
2011-05-01;93,7878;224,806;2,61;0
2011-06-01;94,0378;224,806;2,75;0
2011-07-01;94,5146;225,395;2,76;0
2011-08-01;95,1263;226,106;3,06;0
2011-09-01;95,0732;226,597;3,29;0
2011-10-01;95,7291;226,750;3,22;0
2011-11-01;95,7455;227,169;3,13;0
2011-12-01;96,2147;227,223;3,27;0
2012-01-01;96,8051;227,842;3,26;0
2012-02-01;97,1033;228,329;3,17;0
2012-03-01;96,5973;228,807;3,06;0
2012-04-01;97,3006;229,187;3,14;0
2012-05-01;97,5046;228,713;3,27;0
2012-06-01;97,4903;228,524;3,40;0
2012-07-01;97,7234;228,590;3,34;0
2012-08-01;97,3130;229,918;3,23;0
2012-09-01;97,2405;231,015;3,12;0
2012-10-01;97,5610;231,638;2,83;0
2012-11-01;97,9589;231,249;2,86;0
2012-12-01;98,2061;231,221;2,91;0
2013-01-01;98,1990;231,679;2,82;0
2013-02-01;98,6835;232,937;2,87;0
2013-03-01;99,0994;232,282;2,89;0
2013-04-01;98,9898;231,797;2,83;0
2013-05-01;99,0782;231,893;2,80;0
2013-06-01;99,2141;232,445;2,89;0
2013-07-01;98,9132;232,900;2,74;0
2013-08-01;99,4891;233,456;2,68;0
2013-09-01;100,0172;233,544;2,66;0
2013-10-01;99,9038;233,669;2,69;0
2013-11-01;100,1479;234,100;2,66;0
2013-12-01;100,3576;234,719;2,48;0
2014-01-01;99,9828;235,288;2,33;0
2014-02-01;100,7485;235,547;2,39;0
2014-03-01;101,7391;236,028;2,34;0
2014-04-01;101,8023;236,468;2,19;0
2014-05-01;102,2116;236,918;2,20;0
2014-06-01;102,5637;237,231;2,20;0
2014-07-01;102,8425;237,498;2,19;0
2014-08-01;102,6499;237,460;2,27;0
2014-09-01;102,9647;237,477;2,27;0
2014-10-01;102,9704;237,430;2,39;0
2014-11-01;103,6017;236,983;2,46;0
2014-12-01;103,5920;236,252;2,53;0
2015-01-01;102,7980;234,747;2,57;0
2015-02-01;102,1554;235,342;2,53;0
2015-03-01;101,8077;235,976;2,50;0
2015-04-01;101,2285;236,222;2,54;0
2015-05-01;100,7536;237,001;2,69;0
2015-06-01;100,4529;237,657;2,77;0
2015-07-01;101,1100;238,034;2,88;0
2015-08-01;100,8802;238,033;3,02;0
2015-09-01;100,6080;237,498;3,17;0
2015-10-01;100,1510;237,733;3,27;0
2015-11-01;99,3817;238,017;3,20;0
2015-12-01;98,8572;237,761;3,22;0
2016-01-01;99,4086;237,652;3,36;0
2016-02-01;98,8946;237,336;3,56;0
2016-03-01;98,1385;238,080;3,24;0
2016-04-01;98,4364;238,992;2,98;0
2016-05-01;98,2096;239,557;2,87;0
2016-06-01;98,6766;240,222;2,89;0
2016-07-01;98,8371;240,101;2,72;0
2016-08-01;98,7302;240,545;2,68;0
2016-09-01;98,6287;241,176;2,68;0
2016-10-01;98,7126;241,741;2,62;0
2016-11-01;98,3004;242,026;2,57;0
2016-12-01;98,9063;242,637;2,34;0
2017-01-01;98,7349;243,618;2,23;0
2017-02-01;98,4178;244,006;2,22;0
2017-03-01;99,0726;243,892;2,20;0
2017-04-01;100,0545;244,193;2,27;0
2017-05-01;100,1390;244,004;2,25;0
2017-06-01;100,3148;244,163;2,18;0
2017-07-01;100,1418;244,243;2,07;0
2017-08-01;99,6878;245,183;2,10;0
2017-09-01;99,7829;246,435;2,10;0
2017-10-01;101,0401;246,626;1,96;0
2017-11-01;101,2260;247,284;1,92;0
2017-12-01;101,3878;247,805;1,82;0
2018-01-01;101,3450;248,743;1,68;0
2018-02-01;101,7068;249,439;1,65;0
2018-03-01;102,2785;249,581;1,80;0
2018-04-01;103,4340;250,146;1,80;0
2018-05-01;102,4735;250,779;1,85;0
2018-06-01;103,2508;251,118;1,92;0
2018-07-01;103,4588;251,323;1,90;0
2018-08-01;104,1802;251,749;1,88;0
2018-09-01;104,1665;252,239;1,88;0
2018-10-01;104,0476;252,862;1,92;0
2018-11-01;103,9603;252,657;2,10;0
2018-12-01;103,8690;252,551;2,30;0
2019-01-01;103,2684;252,470;2,41;0
2019-02-01;102,8157;253,135;2,27;0
2019-03-01;102,9000;254,273;2,27;0
2019-04-01;102,3826;255,163;2,17;0
2019-05-01;102,5756;255,325;2,23;0
2019-06-01;102,5928;255,361;2,39;0
2019-07-01;102,2012;255,900;2,22;0
2019-08-01;102,9086;256,179;2,24;0
2019-09-01;102,5790;256,596;2,21;0
2019-10-01;101,7775;257,305;2,21;0
2019-11-01;102,0979;257,788;2,13;0
2019-12-01;101,7632;258,263;2,02;0
2020-01-01;101,3030;258,682;2,01;0
2020-02-01;101,7038;259,007;2,11;0
2020-03-01;97,8746;258,165;3,42;1
2020-04-01;84,9590;256,094;3,47;1
2020-05-01;86,3345;255,944;3,28;0
2020-06-01;91,7523;257,217;2,91;0
2020-07-01;95,2439;258,543;2,69;0
2020-08-01;96,1173;259,580;2,62;0
2020-09-01;96,0711;260,190;2,68;0
2020-10-01;96,8250;260,352;2,65;0
2020-11-01;97,1183;260,721;2,43;0
2020-12-01;98,1380;261,564;2,23;0
2021-01-01;99,2645;262,200;2,16;0
2021-02-01;96,2231;263,346;2,16;0
2021-03-01;98,8621;265,028;2,13;0
2021-04-01;99,0246;266,727;1,97;0
2021-05-01;99,7785;268,599;2,00;0
2021-06-01;100,1923;270,955;1,92;0
2021-07-01;100,8724;272,184;1,92;0
2021-08-01;100,8370;273,092;1,96;0
2021-09-01;99,8498;274,214;1,86;0
2021-10-01;101,3602;276,590;1,77;0
2021-11-01;101,9610;278,524;1,72;0
2021-12-01;101,7587;280,126;1,84;0
2022-01-01;102,1460;281,933;1,82;0
2022-02-01;102,8987;284,182;2,04;0
2022-03-01;103,6218;287,708;2,16;0
2022-04-01;104,3022;288,663;1,91;0
2022-05-01;104,2103;291,474;2,22;0
2022-06-01;104,2229;295,328;2,13;0
